t,dt,rad,colat,lat,lon,D,dD,I,dI,F,dF,UID,FID
1136,115.0,6371.2,113.340,-23.340,-49.380,,,,,41.590,5.957,6634,""
1137,113.0,6371.2,70.860,19.140,-155.550,-0.900,2.674,40.500,2.034,,,12544,""
1137,50.0,6371.2,36.000,54.000,107.500,,,,,69.000,9.380,2292,""
1137,50.0,6371.2,54.800,35.200,40.300,,,,,50.400,3.423,1031,""
1137,50.0,6371.2,42.100,47.900,1.900,,,,,65.700,3.894,9056,""
1139,96.0,6371.2,51.200,38.800,114.700,,,,,52.900,3.446,11584,""
1139,50.0,6371.2,49.180,40.820,14.250,11.300,4.625,61.200,2.228,,,4583,""
1140,50.0,6371.2,51.970,38.030,14.070,,,53.200,2.131,,,5678,""
1140,50.0,6371.2,51.890,38.110,13.330,,,50.500,2.070,,,5679,""
1140,50.0,6371.2,48.300,41.700,44.800,,,37.100,2.664,,,5705,""
1140,50.0,6371.2,38.240,51.760,8.990,20.200,5.088,62.800,2.326,66.490,3.894,12952,""
1143,50.0,6371.2,52.500,37.500,22.700,,,,,53.070,4.515,31,""
1144,50.0,6371.2,45.900,44.100,4.500,15.440,3.538,53.420,2.108,,,13312,""
1144,50.0,6371.2,105.205,-15.205,-56.811,-9.100,4.310,-37.100,3.438,,,12118,""
1145,50.0,6371.2,54.450,35.550,-108.710,-12.900,4.299,58.200,2.265,,,4781,""
1145,50.0,6371.2,37.800,52.200,-0.300,21.700,4.577,61.600,2.177,,,6103,""
1150,50.0,6371.2,52.020,37.980,-1.120,15.200,3.497,41.700,2.611,50.200,4.115,3584,""
1150,50.0,6371.2,52.020,37.980,-1.120,17.300,3.313,46.400,2.285,57.600,4.050,3585,""
1150,50.0,6371.2,52.020,37.980,-1.120,14.100,3.113,45.200,2.193,54.500,3.856,3586,""
1150,50.0,6371.2,50.000,40.000,-1.000,,,,,51.000,6.291,11798,""
1150,50.0,6371.2,57.700,32.300,-110.900,1.700,7.398,57.800,3.942,,,4122,""
1150,50.0,6371.2,57.750,32.250,-110.870,-13.100,4.053,58.500,2.118,,,8477,""
1150,50.0,6371.2,42.170,47.830,12.400,11.300,4.871,61.200,2.347,,,5411,""
1150,150.0,6371.2,42.420,47.580,2.060,17.390,4.319,61.100,2.087,,,13863,""
1150,50.0,6371.2,43.200,46.800,31.300,16.000,4.742,64.500,2.041,64.000,4.546,2088,""
1150,50.0,6371.2,39.500,50.500,30.500,19.000,4.724,64.500,2.034,66.000,4.901,2089,""
1150,50.0,6371.2,39.500,50.500,30.500,13.000,5.655,69.000,2.027,72.000,5.966,2090,""
1150,50.0,6371.2,41.400,48.600,26.700,15.000,5.272,65.000,2.228,64.000,3.813,2091,""
1150,50.0,6371.2,42.600,47.400,28.800,17.000,6.557,71.500,2.080,66.000,5.270,2092,""
1150,50.0,6371.2,39.270,50.730,-4.000,12.100,4.840,56.600,2.664,,,6189,""
1150,50.0,6371.2,38.500,51.500,-0.100,13.100,4.438,61.500,2.118,,,6190,""
1150,50.0,6371.2,47.500,42.500,26.000,13.040,4.449,54.890,2.559,60.640,3.944,9518,""
1150,50.0,6371.2,38.500,51.500,-0.100,19.000,3.083,44.200,2.210,,,6191,""
1150,50.0,6371.2,38.500,51.500,-0.100,22.500,4.793,62.300,2.228,,,6192,""
1150,50.0,6371.2,38.500,51.500,-0.100,7.100,4.071,57.400,2.193,,,6193,""
1150,50.0,6371.2,38.500,51.500,-0.100,0.000,8.455,57.400,4.555,,,6194,""
1150,50.0,6371.2,39.080,50.920,-1.420,11.400,5.480,63.600,2.436,,,6196,""
1150,50.0,6371.2,38.500,51.500,-0.100,10.300,4.826,63.600,2.146,,,6201,""
1150,50.0,6371.2,46.800,43.200,21.200,,,64.300,3.438,66.000,8.670,2109,""
1150,50.0,6371.2,46.800,43.200,21.200,,,65.600,3.438,64.000,7.283,2110,""
1150,50.0,6371.2,53.200,36.800,45.200,,,,,56.400,6.333,11333,""
1150,50.0,6371.2,39.500,50.500,26.500,,,67.500,3.438,66.100,8.788,1863,""
1150,120.0,6371.2,78.150,11.850,-64.609,,,,,24.800,3.895,11088,""
1150,50.0,6371.2,53.200,36.800,45.200,,,,,53.100,6.221,11345,""
1150,50.0,6371.2,37.400,52.600,-3.100,,,,,31.000,8.821,2389,""
1150,50.0,6371.2,37.400,52.600,-3.100,,,,,40.000,8.821,2390,""
1150,50.0,6371.2,37.400,52.600,-3.100,,,,,26.000,8.821,2391,""
1150,50.0,6371.2,41.000,49.000,26.500,8.500,6.304,65.000,2.664,,,7008,""
1150,50.0,6371.2,39.500,50.500,30.500,9.500,6.424,65.500,2.664,,,7009,""
1150,150.0,6371.2,47.700,42.300,44.600,,,,,53.000,7.065,1634,""
1150,50.0,6371.2,39.800,50.200,30.700,14.500,6.818,67.000,2.664,,,7010,""
1150,150.0,6371.2,47.000,43.000,41.000,,,,,62.800,8.098,1635,""
1150,50.0,6371.2,36.300,53.700,27.900,,,68.700,2.664,,,7011,""
1150,50.0,6371.2,39.800,50.200,30.700,16.000,7.789,70.000,2.664,,,7012,""
1150,50.0,6371.2,40.500,49.500,31.400,19.000,8.859,72.500,2.664,,,7013,""
1150,50.0,6371.2,36.300,53.700,27.900,,,72.900,2.664,,,7014,""
1150,150.0,6371.2,41.500,48.500,-0.100,19.840,3.939,59.080,2.024,,,13414,""
1150,150.0,6371.2,41.500,48.500,-0.100,17.940,3.894,58.410,2.040,,,13415,""
1150,50.0,6371.2,39.400,50.600,3.300,15.700,4.278,60.900,2.080,,,5486,""
1150,100.0,6371.2,39.000,51.000,4.100,10.100,5.480,63.600,2.436,,,5487,""
1150,50.0,6371.2,46.100,43.900,5.300,18.990,3.999,59.380,2.037,,,13428,""
1150,50.0,6371.2,52.851,37.149,126.922,,,,,59.970,3.621,11652,""
1150,150.0,6371.2,42.500,47.500,19.100,12.000,4.341,59.900,2.177,,,3717,""
1150,150.0,6371.2,42.500,47.500,19.100,12.700,3.960,59.100,2.034,,,3718,""
1150,150.0,6371.2,42.500,47.500,19.100,11.000,3.917,57.500,2.104,,,3719,""
1150,150.0,6371.2,48.000,42.000,44.100,17.000,5.848,54.000,3.438,59.300,6.603,1676,""
1150,50.0,6371.2,49.000,41.000,48.000,,,,,55.000,4.124,2196,""
1150,50.0,6371.2,38.740,51.260,-1.620,17.800,4.390,59.500,2.228,,,6036,""
1150,150.0,6371.2,43.040,46.960,0.480,18.540,3.653,55.040,2.093,,,13724,""
1150,150.0,6371.2,40.900,49.100,2.470,9.770,3.894,57.800,2.075,,,13470,""
1150,50.0,6371.2,43.500,46.500,31.500,17.000,4.833,64.500,2.080,71.000,4.785,415,""
1150,50.0,6371.2,42.500,47.500,19.100,18.500,5.017,65.200,2.104,,,8355,""
1150,50.0,6371.2,42.500,47.500,19.100,17.300,4.497,62.100,2.104,,,8356,""
1150,50.0,6371.2,42.500,47.500,19.100,19.000,4.354,60.900,2.118,,,8357,""
1150,50.0,6371.2,42.500,47.500,19.100,16.200,5.104,65.800,2.092,,,8358,""
1150,150.0,6371.2,40.870,49.130,6.170,10.960,3.840,58.330,2.016,,,13734,""
1150,50.0,6371.2,42.500,47.500,19.100,19.200,4.328,60.500,2.131,,,8359,""
1150,150.0,6371.2,40.870,49.130,6.170,10.570,3.949,59.400,2.010,,,13735,""
1150,50.0,6371.2,48.200,41.800,26.100,11.500,7.021,61.400,3.361,59.490,4.644,9641,""
1150,50.0,6371.2,54.300,35.700,-110.720,-9.400,3.948,58.200,2.080,,,4782,""
1150,50.0,6371.2,53.580,36.420,-105.580,-16.200,4.541,61.800,2.146,,,4783,""
1150,50.0,6371.2,41.000,49.000,26.500,20.500,4.750,62.500,2.193,75.000,6.751,435,""
1150,50.0,6371.2,48.000,42.000,44.100,8.000,3.591,53.000,2.161,59.000,4.650,1980,""
1150,50.0,6371.2,41.640,48.360,10.900,19.600,6.939,60.400,3.427,,,13014,""
1150,50.0,6371.2,56.300,33.700,-89.800,-21.700,3.585,54.300,2.092,,,5591,""
1150,150.0,6371.2,35.990,54.010,-0.550,13.900,6.280,29.700,5.455,,,6359,""
1150,50.0,6371.2,35.100,54.900,-1.800,16.100,6.647,64.500,2.861,,,6360,""
1150,100.0,6371.2,100.000,-10.000,-75.000,,,,,46.200,2.830,2784,""
1150,50.0,6371.2,52.110,37.890,-4.770,17.700,3.498,37.500,2.775,63.500,3.865,11488,""
1150,50.0,6371.2,35.300,54.700,-1.180,4.000,4.582,59.500,2.326,,,6387,""
1150,150.0,6371.2,52.900,37.100,118.700,,,,,58.000,3.547,11507,""
1150,50.0,6371.2,45.900,44.100,4.500,17.570,3.953,59.120,2.029,,,13299,""
1150,50.0,6371.2,35.300,54.700,-1.180,5.100,4.309,57.000,2.347,,,6388,""
1150,50.0,6371.2,35.300,54.700,-1.180,9.000,5.129,60.400,2.534,,,6389,""
1150,50.0,6371.2,35.300,54.700,-1.180,-0.700,5.084,59.100,2.611,,,6390,""
1150,50.0,6371.2,35.300,54.700,-1.180,-2.000,6.343,58.000,3.361,,,6391,""
1150,50.0,6371.2,54.630,35.370,137.080,2.900,4.934,65.200,2.070,,,4856,""
1150,50.0,6371.2,35.300,54.700,-1.180,1.400,8.011,61.100,3.872,,,6392,""
1150,50.0,6371.2,35.100,54.900,-1.500,18.900,4.983,61.900,2.347,,,6393,""
1150,50.0,6371.2,55.350,34.650,135.500,,,,,49.900,3.343,506,""
1150,50.0,6371.2,52.020,37.980,-1.120,13.600,3.564,44.700,2.534,53.400,3.993,3580,""
1150,50.0,6371.2,52.020,37.980,-1.120,14.000,3.084,45.100,2.177,52.700,5.006,3581,""
1150,50.0,6371.2,52.020,37.980,-1.120,14.900,3.106,45.500,2.177,50.900,3.593,3582,""
1150,50.0,6371.2,52.020,37.980,-1.120,16.200,2.873,44.200,2.059,49.200,3.532,3583,""
1151,50.0,6371.2,25.992,64.008,-21.921,,,,,92.100,8.415,9216,""
1151,51.0,6371.2,52.400,37.600,61.800,,,,,58.900,9.251,2918,""
1155,50.0,6371.2,53.700,36.300,-110.200,-15.000,5.254,57.000,2.861,,,4123,""
1155,50.0,6371.2,53.700,36.300,-110.200,-1.500,8.378,54.300,4.889,,,4124,""
1157,133.0,6371.2,103.000,-13.000,-74.000,,,,,48.000,8.277,959,""
1159,103.0,6371.2,48.500,41.500,1.500,9.000,3.243,45.200,2.285,,,3659,""
1160,50.0,6371.2,46.290,43.710,10.400,,,,,58.100,3.634,12805,""
1160,50.0,6371.2,37.350,52.650,-0.480,12.900,5.303,66.900,2.080,,,6197,""
1160,130.0,6371.2,48.400,41.600,-121.500,-12.700,11.185,72.100,3.438,,,5236,""
1160,100.0,6371.2,108.200,-18.200,-178.800,,,,,56.500,6.166,8703,""
1161,118.0,6371.2,37.700,52.300,13.270,17.100,4.633,61.500,2.210,45.020,4.484,5412,""
1161,74.0,6371.2,84.787,5.213,-74.740,,,,,34.000,3.511,10852,""
1161,118.0,6371.2,37.700,52.300,13.270,,,,,42.070,6.560,13972,""
1162,119.0,6371.2,48.500,41.500,1.500,10.700,3.001,46.400,2.070,,,3660,""
1162,50.0,6371.2,54.850,35.150,136.980,-3.000,4.564,55.900,2.559,,,4882,""
1165,50.0,6371.2,39.170,50.830,6.900,13.700,7.704,63.500,3.438,,,5413,""
1165,50.0,6371.2,46.800,43.200,21.200,,,63.790,2.966,,,9519,""
1165,85.0,6371.2,44.870,45.130,10.370,19.100,5.425,55.500,3.073,,,3757,""
1168,102.0,6371.2,35.030,54.970,-3.520,7.200,4.681,59.600,2.369,,,10182,""
1168,102.0,6371.2,35.030,54.970,-3.520,5.700,5.675,62.000,2.664,,,10183,""
1169,50.0,6371.2,52.250,37.750,15.000,,,,,58.200,4.133,8155,""
1169,50.0,6371.2,26.143,63.857,-22.189,23.000,7.840,74.000,2.161,,,11895,""
1169,50.0,6371.2,25.970,64.030,-21.972,12.000,9.750,77.000,2.193,,,11896,""
1170,50.0,6371.2,46.800,43.200,20.500,,,55.780,2.338,57.710,6.362,9520,""
1170,50.0,6371.2,47.800,42.200,24.300,,,54.320,2.912,57.750,4.143,9525,""
1170,60.0,6371.2,54.900,35.100,109.000,-4.300,4.247,56.100,2.369,,,5695,""
1170,127.0,6371.2,69.267,20.733,-156.175,6.900,2.972,35.700,2.413,,,7633,""
1170,50.0,6371.2,51.600,38.400,14.950,15.500,3.262,51.400,2.035,,,8152,""
1170,50.0,6371.2,40.700,49.300,-0.900,15.610,4.445,61.390,2.129,,,13309,""
1173,50.0,6371.2,66.000,24.000,32.800,,,52.000,3.199,53.220,2.943,2699,""
1173,50.0,6371.2,66.000,24.000,32.800,,,52.000,3.199,55.200,4.663,2700,""
1175,50.0,6371.2,54.070,35.930,136.720,-2.600,4.051,58.700,2.104,,,4883,""
1175,50.0,6371.2,54.070,35.930,136.720,6.900,4.184,59.800,2.104,,,4884,""
1175,50.0,6371.2,54.070,35.930,136.720,3.400,4.454,61.200,2.146,,,4885,""
1175,50.0,6371.2,54.070,35.930,136.720,-0.500,4.348,58.600,2.265,,,4886,""
1175,50.0,6371.2,54.800,35.200,-111.600,-12.200,4.554,56.200,2.534,,,4125,""
1175,50.0,6371.2,39.230,50.770,0.270,16.100,4.481,61.600,2.131,,,6198,""
1175,60.0,6371.2,51.200,38.800,114.700,,,,,51.900,3.396,11579,""
1175,60.0,6371.2,51.200,38.800,114.700,,,,,52.600,4.293,11580,""
1175,50.0,6371.2,37.350,52.650,-0.480,13.000,5.090,61.700,2.413,,,6205,""
1175,60.0,6371.2,51.200,38.800,114.700,,,,,49.300,4.293,11581,""
1175,60.0,6371.2,51.200,38.800,114.700,,,,,46.700,3.539,11582,""
1175,50.0,6371.2,48.000,42.000,45.000,,,31.000,2.585,62.820,6.335,1864,""
1175,50.0,6371.2,70.000,20.000,-99.300,-12.700,2.537,36.100,2.050,,,3921,""
1175,50.0,6371.2,70.000,20.000,-99.300,-15.000,2.496,34.400,2.059,,,3922,""
1175,50.0,6371.2,70.000,20.000,-99.300,-14.500,2.426,30.400,2.092,,,3923,""
1175,50.0,6371.2,70.000,20.000,-99.300,-13.600,2.766,35.700,2.247,,,3924,""
1175,50.0,6371.2,70.000,20.000,-99.300,-17.800,3.299,42.400,2.436,,,3925,""
1175,50.0,6371.2,70.000,20.000,-99.300,-37.600,4.023,50.500,2.559,,,3926,""
1175,50.0,6371.2,42.500,47.500,19.100,12.000,7.852,72.100,2.413,,,4953,""
1175,50.0,6371.2,42.500,47.500,19.100,10.100,5.112,63.200,2.305,,,4954,""
1175,50.0,6371.2,42.500,47.500,19.100,15.300,4.315,60.400,2.131,,,4955,""
1175,75.0,6371.2,57.940,32.060,-110.990,,,,,53.800,4.857,609,""
1175,50.0,6371.2,41.930,48.070,5.670,,,,,56.400,4.831,9057,""
1175,50.0,6371.2,40.900,49.100,2.480,15.890,3.874,57.710,2.070,,,13433,""
1175,50.0,6371.2,39.270,50.730,0.220,14.900,4.100,60.000,2.050,,,6288,""
1175,60.0,6371.2,50.100,39.900,110.400,,,63.900,2.664,,,5550,""
1175,50.0,6371.2,42.370,47.630,16.740,12.200,4.746,62.700,2.177,,,4547,""
1175,50.0,6371.2,42.370,47.630,16.740,19.700,4.602,58.700,2.391,,,4548,""
1175,50.0,6371.2,42.370,47.630,16.740,18.000,4.615,58.800,2.391,,,4549,""
1175,50.0,6371.2,46.130,43.870,5.300,20.570,4.325,58.680,2.248,,,13256,""
1175,75.0,6371.2,53.500,36.500,-93.800,-13.200,3.609,55.200,2.059,,,5592,""
1175,60.0,6371.2,50.100,39.900,116.380,,,63.000,3.438,,,12258,""
1175,60.0,6371.2,54.917,35.083,109.083,-3.300,2.758,39.400,2.131,,,5361,""
1178,50.0,6371.2,51.930,38.070,13.290,,,51.200,2.210,,,5680,""
1178,134.0,6371.2,50.100,39.900,116.410,,,51.200,3.438,62.000,8.617,12260,""
1180,70.0,6371.2,116.700,-26.700,-66.100,,,,,36.500,4.724,8794,""
1180,80.0,6371.2,41.320,48.680,-1.350,,,,,66.500,4.144,9071,""
1180,115.0,6371.2,98.400,-8.400,-78.800,,,,,42.000,8.250,960,""
1180,50.0,6371.2,51.600,38.400,14.950,16.600,3.248,50.800,2.053,,,8143,""
1180,70.0,6371.2,51.600,38.400,14.950,16.900,3.705,50.700,2.347,,,8150,""
1185,85.0,6371.2,55.900,34.100,-110.600,-5.100,9.066,66.400,3.629,,,4126,""
1185,50.0,6371.2,36.300,53.700,27.900,,,72.800,2.664,,,7015,""
1185,50.0,6371.2,39.400,50.600,5.600,-3.900,4.668,55.600,2.637,,,5488,""
1186,50.0,6371.2,49.300,40.700,73.300,,,61.400,3.595,,,7016,""
1187,50.0,6371.2,36.030,53.970,-1.080,13.500,4.562,61.500,2.177,,,6203,""
1187,50.0,6371.2,54.630,35.370,137.080,0.000,3.537,54.900,2.034,,,4857,""
1187,50.0,6371.2,54.630,35.370,137.080,-1.600,4.302,61.400,2.059,,,4858,""
1187,50.0,6371.2,54.630,35.370,137.080,2.300,4.989,58.800,2.585,,,4859,""
1187,50.0,6371.2,105.205,-15.205,-56.811,-3.300,4.994,-46.500,3.438,,,12119,""
1188,63.0,6371.2,53.900,36.100,-93.500,-26.000,3.659,50.100,2.347,,,5593,""
1188,50.0,6371.2,31.490,58.510,31.260,,,,,61.400,4.123,11221,""
1188,50.0,6371.2,55.750,34.250,-111.210,18.900,5.306,65.400,2.209,,,8585,""
1189,96.0,6371.2,105.205,-15.205,-56.811,-15.900,4.905,-45.500,3.438,,,12099,""
1190,50.0,6371.2,40.400,49.600,0.500,8.420,4.274,59.950,2.140,,,13320,""
1190,90.0,6371.2,36.170,53.830,-0.420,14.100,4.638,60.200,2.305,,,6219,""
1190,50.0,6371.2,38.320,51.680,9.520,13.900,4.728,62.800,2.161,,,4016,""
1191,50.0,6371.2,76.300,13.700,-89.200,-5.300,2.581,32.500,2.177,,,3927,""
1192,50.0,6371.2,36.040,53.960,-2.010,15.700,4.826,62.500,2.228,,,10336,""
1195,50.0,6371.2,48.000,42.000,24.800,,,59.350,2.897,56.430,5.124,9474,""
1195,50.0,6371.2,48.500,41.500,23.400,,,51.700,2.981,62.970,4.379,9524,""
1195,50.0,6371.2,39.080,50.920,-1.420,12.900,4.582,59.500,2.326,,,6200,""
1195,75.0,6371.2,44.870,45.130,10.370,22.000,5.117,56.000,2.861,,,3758,""
1196,50.0,6371.2,33.000,57.000,24.000,,,52.670,2.664,,,5721,""
1196,120.0,6371.2,113.340,-23.340,-49.380,,,,,37.360,5.957,6635,""
1197,50.0,6371.2,36.000,54.000,107.500,,,,,70.800,9.561,2293,""
1198,155.0,6371.2,70.540,19.460,-155.280,4.500,3.035,38.700,2.369,,,12644,""
1198,155.0,6371.2,69.390,20.610,-156.320,2.900,2.799,33.800,2.326,,,3694,""
1198,155.0,6371.2,70.500,19.500,-155.300,11.100,2.653,40.200,2.027,49.600,3.352,2451,""
1198,155.0,6371.2,70.549,19.451,-155.284,,,,,47.600,3.852,12180,""
1198,50.0,6371.2,31.500,58.500,31.310,,,,,61.200,4.162,11222,""
1198,155.0,6371.2,70.540,19.460,-155.280,3.300,3.060,36.500,2.460,,,12543,""
1200,100.0,6371.2,50.000,40.000,-1.000,,,,,49.000,6.291,11799,""
1200,50.0,6371.2,55.446,34.554,135.494,-5.700,4.938,61.900,2.326,,,10527,""
1200,50.0,6371.2,57.660,32.340,-110.970,-14.500,3.875,57.900,2.059,,,8480,""
1200,50.0,6371.2,57.870,32.130,-111.000,-13.100,3.720,56.000,2.080,,,8481,""
1200,50.0,6371.2,57.870,32.130,-111.000,-13.500,3.968,58.180,2.092,,,8482,""
1200,50.0,6371.2,57.900,32.100,-111.000,-16.000,5.005,57.100,2.719,,,4131,""
1200,50.0,6371.2,57.870,32.130,-111.000,-12.800,4.335,56.170,2.413,,,8483,""
1200,50.0,6371.2,57.870,32.130,-111.000,-14.200,4.361,58.700,2.265,,,8484,""
1200,100.0,6371.2,56.800,33.200,-111.900,-6.300,3.610,55.400,2.050,,,4133,""
1200,100.0,6371.2,56.800,33.200,-111.900,-10.100,4.354,60.000,2.177,,,4134,""
1200,100.0,6371.2,98.135,-8.135,-78.991,,,,,43.600,3.850,809,""
1200,100.0,6371.2,98.135,-8.135,-78.991,,,,,50.100,3.537,810,""
1200,75.0,6371.2,77.210,12.790,-1.090,5.000,2.727,-4.400,2.719,,,10825,""
1200,100.0,6371.2,48.000,42.000,45.000,,,62.500,3.438,64.280,8.651,1866,""
1200,50.0,6371.2,38.500,51.500,31.000,,,64.000,3.438,71.980,8.804,1867,""
1200,90.0,6371.2,78.240,11.760,-66.766,,,,,30.650,4.208,11089,""
1200,50.0,6371.2,42.500,47.500,19.100,8.500,4.208,59.100,2.161,,,4956,""
1200,50.0,6371.2,42.500,47.500,19.100,7.500,4.432,57.700,2.369,,,4957,""
1200,50.0,6371.2,42.500,47.500,19.100,9.200,5.310,62.400,2.460,,,4958,""
1200,50.0,6371.2,52.400,37.600,61.800,,,,,63.200,9.781,2919,""
1200,100.0,6371.2,49.300,40.700,73.300,,,58.500,4.555,,,7017,""
1200,100.0,6371.2,38.500,51.500,-0.700,10.000,4.278,61.500,2.041,,,5994,""
1200,50.0,6371.2,46.900,43.100,25.700,9.500,4.727,59.300,2.413,54.190,3.818,9578,""
1200,50.0,6371.2,37.700,52.300,-0.300,10.900,6.139,50.900,3.872,,,5995,""
1200,100.0,6371.2,48.000,42.000,44.000,,,67.000,3.438,61.500,8.651,1659,""
1200,100.0,6371.2,48.300,41.700,44.800,,,56.000,3.438,60.500,8.646,1660,""
1200,100.0,6371.2,48.200,41.800,43.400,,,55.000,3.438,58.000,8.648,1661,""
1200,100.0,6371.2,48.000,42.000,44.100,,,61.500,3.438,62.200,8.651,1662,""
1200,100.0,6371.2,38.830,51.170,-0.750,11.700,3.963,57.700,2.118,,,6290,""
1200,100.0,6371.2,49.000,41.000,48.000,,,,,62.000,4.416,2197,""
1200,200.0,6371.2,104.320,-14.320,-75.110,,,,,42.000,5.829,10916,""
1200,50.0,6371.2,54.490,35.510,11.080,,,,,46.640,3.345,10920,""
1200,50.0,6371.2,40.700,49.300,9.500,9.700,5.143,61.300,2.470,,,4278,""
1200,100.0,6371.2,48.000,42.000,44.100,,,61.000,2.161,59.000,4.650,1981,""
1200,50.0,6371.2,66.000,24.000,32.800,,,52.000,3.199,,,5575,""
1200,50.0,6371.2,35.100,54.900,-1.800,-12.200,6.750,46.700,4.629,,,6363,""
1200,100.0,6371.2,52.120,37.880,-4.770,14.100,3.134,42.100,2.326,53.400,3.710,11489,""
1200,100.0,6371.2,52.120,37.880,-4.770,11.200,3.950,41.000,2.981,49.200,3.528,11490,""
1200,100.0,6371.2,52.120,37.880,-4.770,6.700,2.855,39.800,2.193,50.400,3.450,11491,""
1200,200.0,6371.2,42.500,47.500,17.000,-7.700,7.522,71.100,2.436,,,4074,""
1200,50.0,6371.2,111.230,-21.230,55.710,-1.500,3.041,-46.200,2.104,,,9204,""
1201,50.0,6371.2,84.787,5.213,-74.740,,,,,33.200,2.576,10853,""
1203,76.0,6371.2,60.700,29.300,117.200,2.400,3.062,45.500,2.146,,,5362,""
1203,76.0,6371.2,60.720,29.280,117.180,,,,,63.000,3.045,762,""
1204,76.0,6371.2,64.900,25.100,102.800,,,,,55.000,11.362,2325,""
1205,50.0,6371.2,47.800,42.200,24.200,12.390,6.553,60.070,3.270,62.570,3.689,9526,""
1206,50.0,6371.2,33.000,57.000,24.000,,,57.900,2.664,,,5722,""
1206,50.0,6371.2,33.000,57.000,24.000,,,73.300,2.664,,,5723,""
1208,50.0,6371.2,105.205,-15.205,-56.811,-4.300,4.327,-37.400,3.438,,,12120,""
1210,50.0,6371.2,48.000,42.000,24.800,,,62.160,2.163,52.640,4.789,9522,""
1210,50.0,6371.2,48.300,41.700,44.800,,,28.800,2.664,,,5706,""
1210,50.0,6371.2,48.200,41.800,26.100,14.850,4.231,59.710,2.134,51.100,3.689,9642,""
1211,50.0,6371.2,33.000,57.000,24.000,,,77.200,2.664,,,5724,""
1211,50.0,6371.2,52.410,37.590,-108.920,-10.900,5.240,63.900,2.305,,,4784,""
1212,86.0,6371.2,36.950,53.050,7.330,20.800,4.373,58.800,2.265,,,4017,""
1213,50.0,6371.2,48.300,41.700,44.800,,,32.800,2.664,,,5707,""
1215,175.0,6371.2,37.860,52.140,10.950,9.400,4.468,60.600,2.193,,,5414,""
1215,50.0,6371.2,38.000,52.000,-0.700,12.000,4.737,57.300,2.559,,,6204,""
1215,50.0,6371.2,37.300,52.700,-0.500,13.500,4.220,61.300,2.027,,,6119,""
1216,50.0,6371.2,46.900,43.100,25.700,,,60.790,2.455,53.530,4.430,9529,""
1220,50.0,6371.2,42.500,47.500,19.100,14.100,3.948,58.200,2.080,,,4959,""
1220,50.0,6371.2,55.258,34.742,134.158,2.500,4.463,54.200,2.611,,,10633,""
1222,50.0,6371.2,52.600,37.400,-108.790,-10.700,4.310,61.600,2.050,,,4785,""
1224,50.0,6371.2,31.700,58.300,26.700,,,73.400,2.664,,,7018,""
1224,172.0,6371.2,125.900,-35.900,144.500,-14.200,4.145,-50.000,2.664,44.200,6.202,1470,""
1225,125.0,6371.2,56.000,34.000,-90.200,-14.100,4.297,56.200,2.391,,,5637,""
1225,50.0,6371.2,41.470,48.530,2.320,11.250,3.726,57.360,2.010,,,13575,""
1225,50.0,6371.2,57.470,32.530,-107.930,-5.400,4.066,58.150,2.146,,,8485,""
1225,50.0,6371.2,57.470,32.530,-107.930,-4.700,3.723,56.030,2.080,,,8486,""
1225,50.0,6371.2,37.730,52.270,10.520,10.900,6.270,66.900,2.460,,,5415,""
1225,50.0,6371.2,57.470,32.530,-107.930,-12.700,3.997,52.010,2.460,,,8487,""
1225,50.0,6371.2,35.280,54.720,-5.820,16.400,5.102,59.900,2.559,,,6206,""
1225,50.0,6371.2,53.200,36.800,45.200,,,,,64.200,6.221,11334,""
1225,50.0,6371.2,37.400,52.600,-3.100,,,,,48.000,8.821,2392,""
1225,50.0,6371.2,112.324,-22.324,29.330,22.500,3.884,-43.800,2.803,32.600,2.950,10840,""
1225,50.0,6371.2,36.300,53.700,-5.800,,,,,49.000,8.838,2393,""
1225,50.0,6371.2,36.300,53.700,-5.800,,,,,40.000,8.838,2394,""
1225,50.0,6371.2,40.900,49.100,2.480,11.350,3.807,57.870,2.025,,,13402,""
1225,75.0,6371.2,46.700,43.300,5.400,9.570,3.616,53.390,2.156,,,13404,""
1225,75.0,6371.2,46.050,43.950,2.160,13.250,3.111,47.860,2.087,,,13419,""
1225,75.0,6371.2,46.050,43.950,2.160,14.260,3.569,52.740,2.161,,,13421,""
1225,75.0,6371.2,46.050,43.950,2.160,14.100,3.317,51.830,2.050,,,13422,""
1225,50.0,6371.2,26.187,63.813,-22.717,5.000,7.143,71.000,2.326,,,11891,""
1225,50.0,6371.2,26.178,63.822,-22.593,-8.000,5.947,69.000,2.131,,,11892,""
1225,50.0,6371.2,26.124,63.876,-22.464,6.000,7.446,73.000,2.177,,,11893,""
1225,50.0,6371.2,26.075,63.925,-22.424,13.000,6.432,69.000,2.305,,,11894,""
1225,50.0,6371.2,46.900,43.100,25.700,18.790,4.689,57.550,2.516,49.200,3.586,9649,""
1225,50.0,6371.2,52.610,37.390,-108.780,-15.300,4.810,60.800,2.347,,,4786,""
1225,50.0,6371.2,52.480,37.520,-108.950,-11.000,5.148,63.400,2.305,,,4787,""
1225,50.0,6371.2,40.700,49.300,9.500,14.700,4.311,59.600,2.182,,,4282,""
1225,50.0,6371.2,40.900,49.100,2.500,,,,,53.800,3.947,204,""
1225,50.0,6371.2,35.100,54.900,-1.800,15.800,6.240,62.400,2.891,,,6364,""
